id,from,to,time,accel
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:43:00,0.5554799,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:44:00,0.30158988,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:44:00,0.12463731,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:44:00,0.22157614,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:44:00,0.1861855,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:44:00,0.15387325,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:44:00,0.1861856,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:45:00,0.15387316,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:45:00,0.15387231,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:45:00,0.8863056,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:45:00,0.18618563,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:45:00,0.15387239,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:45:00,0.18618548,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:46:00,0.15387246,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:46:00,0.15387242,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:46:00,0.22157636,None
1423537428987,2015-09-02 22:03:00,2015-10-02 07:29:00,2015-09-02 22:46:00,0.18618558,None
