datetime,time,noise,duringSleep
2013-05-02 09:22:31,1367500951,1529.31623932,True
2013-05-02 09:24:31,1367501071,1171.41025641,True
2013-05-02 09:26:31,1367501191,1138.75213675,True
2013-05-02 09:28:31,1367501311,1176.24786325,True
2013-05-02 09:30:31,1367501431,1137.01709402,True
2013-05-02 09:32:31,1367501551,674.829059829,True
2013-05-02 09:34:31,1367501671,808.358974359,True
2013-05-02 09:36:31,1367501791,1191.05128205,True
2013-05-02 09:38:31,1367501911,1271.41880342,True
2013-05-02 09:40:31,1367502031,1158.52991453,True
2013-05-02 09:42:31,1367502151,252.034188034,True
2013-05-02 09:44:31,1367502271,641.564102564,True
2013-05-02 09:46:31,1367502391,1163.54700855,True
2013-05-02 09:48:31,1367502511,1130.42735043,True
2013-05-02 09:50:31,1367502631,1188.41025641,True
2013-05-02 09:52:31,1367502751,1293.14529915,True
2013-05-02 09:54:31,1367502871,1204.06837607,True
2013-05-02 09:56:31,1367502991,1318.06837607,True
2013-05-02 10:00:00,1367503200,2553.89655172,True
2013-05-02 10:02:00,1367503320,1239.44827586,True
2013-05-02 10:04:00,1367503440,1182.24137931,True
2013-05-02 10:06:00,1367503560,1889.27586207,True
2013-05-02 10:08:00,1367503680,1120.0,True
2013-05-02 10:10:00,1367503800,1192.4137931,True
2013-05-02 10:12:00,1367503920,479.655172414,True
2013-05-02 10:14:00,1367504040,1131.17241379,True
2013-05-02 10:16:00,1367504160,1098.27586207,True
2013-05-02 10:18:00,1367504280,1110.31034483,True
2013-05-02 10:20:00,1367504400,3522.79310345,True
2013-05-02 10:22:00,1367504520,2331.93103448,False
2013-05-02 10:24:00,1367504640,2074.03448276,False
2013-05-02 10:26:00,1367504760,3549.55172414,False
2013-05-02 10:28:00,1367504880,1514.31034483,False
2013-05-02 10:30:00,1367505000,1165.17241379,False
2013-05-02 10:32:00,1367505120,1441.27586207,False
2013-05-02 10:34:00,1367505240,1440.75862069,False
2013-05-02 10:36:00,1367505360,1337.48275862,False
2013-05-02 10:38:00,1367505480,206.689655172,False
2013-05-02 10:40:00,1367505600,1404.68965517,False
2013-05-02 10:42:00,1367505720,1360.5862069,False
2013-05-02 10:44:00,1367505840,1429.65517241,False
2013-05-02 10:46:00,1367505960,1383.27586207,False
2013-05-02 10:48:00,1367506080,2779.5862069,False
2013-05-02 10:50:00,1367506200,1213.0,False
2013-05-02 10:52:00,1367506320,1384.55172414,False
2013-05-02 10:54:00,1367506440,1917.68965517,False
2013-05-02 10:56:00,1367506560,1617.62068966,False
2013-05-02 10:58:00,1367506680,1326.79310345,False
2013-05-02 11:00:00,1367506800,361.24137931,False
2013-05-02 11:02:00,1367506920,373.24137931,False
2013-05-02 11:04:00,1367507040,1221.89655172,False
2013-05-02 11:12:00,1367507520,4764.65517241,False
2013-05-02 11:14:00,1367507640,1220.44827586,False
2013-05-02 11:16:00,1367507760,2451.24137931,False
2013-05-02 11:18:00,1367507880,1337.03448276,False
2013-05-02 11:20:00,1367508000,1240.20689655,False
2013-05-02 11:22:00,1367508120,1171.62068966,False
2013-05-02 11:24:00,1367508240,1389.27586207,False
2013-05-02 11:26:00,1367508360,1332.75862069,False
2013-05-02 11:28:00,1367508480,1435.62068966,False
2013-05-02 11:30:00,1367508600,4535.72413793,False
2013-05-02 11:32:00,1367508720,1423.48275862,False
2013-05-02 11:34:00,1367508840,474.24137931,False
2013-05-02 11:36:00,1367508960,1239.62068966,False
2013-05-02 11:38:00,1367509080,565.310344828,False
2013-05-02 11:40:00,1367509200,5144.82758621,False
2013-05-02 11:42:00,1367509320,1462.62068966,False
2013-05-02 11:44:00,1367509440,1596.10344828,False
2013-05-02 11:46:00,1367509560,1137.65517241,False
2013-05-02 11:48:00,1367509680,1228.13793103,False
2013-05-02 11:50:00,1367509800,2562.82758621,False
2013-05-02 11:52:00,1367509920,1347.86206897,False
2013-05-02 11:54:00,1367510040,1168.24137931,False
2013-05-02 11:56:00,1367510160,1189.4137931,False
2013-05-02 11:58:00,1367510280,711.344827586,False
2013-05-02 12:00:00,1367510400,1246.89655172,False
2013-05-02 12:02:00,1367510520,357.931034483,False
2013-05-02 12:04:00,1367510640,240.965517241,False
2013-05-02 12:06:00,1367510760,179.75862069,False
2013-05-02 12:08:00,1367510880,3580.55172414,False
2013-05-02 12:10:00,1367511000,1149.44827586,False
2013-05-02 12:44:36,1367513076,4867.55172414,False
2013-05-02 12:46:18,1367513178,3344.44827586,False
2013-05-02 12:48:18,1367513298,4978.24137931,False
2013-05-02 12:52:19,1367513539,4622.34482759,False
2013-05-02 12:54:19,1367513659,5872.55172414,False
2013-05-02 12:56:19,1367513779,5096.4137931,False
2013-05-02 12:58:19,1367513899,18796.6206897,False
2013-05-02 13:00:19,1367514019,14105.7586207,False
2013-05-02 13:02:19,1367514139,24567.0689655,False
2013-05-02 13:04:19,1367514259,20985.2413793,False
2013-05-02 13:06:19,1367514379,27063.2068966,False
2013-05-02 13:08:19,1367514499,31346.8965517,False
2013-05-02 13:10:19,1367514619,26645.6896552,False
2013-05-02 13:12:19,1367514739,30441.137931,False
2013-05-02 13:14:19,1367514859,26715.1034483,False
2013-05-02 13:16:20,1367514980,23654.7586207,False
